"Frequency","Amplitude","Phase","","a0 = 0.500000, alpha1 = -1.000000"
"0.000000","0.000000","0.000000"
"0.010101","0.015866","1.554929","","output[index] = input[index] * 0.500000 + input[index-1] * -0.500000"
"0.020202","0.031728","1.539063"
"0.030303","0.047582","1.523196","","Zero = 1.000000"
"0.040404","0.063424","1.507330"
"0.050505","0.079250","1.491463"
"0.060606","0.095056","1.475597"
"0.070707","0.110838","1.459730"
"0.080808","0.126592","1.443863"
"0.090909","0.142315","1.427997"
"0.101010","0.158001","1.412130"
"0.111111","0.173648","1.396263"
"0.121212","0.189251","1.380397"
"0.131313","0.204807","1.364530"
"0.141414","0.220311","1.348664"
"0.151515","0.235759","1.332797"
"0.161616","0.251148","1.316930"
"0.171717","0.266474","1.301064"
"0.181818","0.281733","1.285197"
"0.191919","0.296920","1.269330"
"0.202020","0.312033","1.253464"
"0.212121","0.327068","1.237597"
"0.222222","0.342020","1.221730"
"0.232323","0.356886","1.205864"
"0.242424","0.371662","1.189997"
"0.252525","0.386345","1.174131"
"0.262626","0.400931","1.158264"
"0.272727","0.415415","1.142397"
"0.282828","0.429795","1.126531"
"0.292929","0.444067","1.110664"
"0.303030","0.458227","1.094797"
"0.313131","0.472271","1.078931"
"0.323232","0.486197","1.063064"
"0.333333","0.500000","1.047198"
"0.343434","0.513677","1.031331"
"0.353535","0.527225","1.015464"
"0.363636","0.540641","0.999598"
"0.373737","0.553920","0.983731"
"0.383838","0.567060","0.967864"
"0.393939","0.580057","0.951998"
"0.404040","0.592908","0.936131"
"0.414141","0.605610","0.920264"
"0.424242","0.618159","0.904398"
"0.434343","0.630553","0.888531"
"0.444444","0.642788","0.872665"
"0.454545","0.654861","0.856798"
"0.464646","0.666769","0.840931"
"0.474747","0.678509","0.825065"
"0.484848","0.690079","0.809198"
"0.494949","0.701475","0.793331"
"0.505050","0.712694","0.777465"
"0.515152","0.723734","0.761598"
"0.525253","0.734592","0.745732"
"0.535354","0.745264","0.729865"
"0.545455","0.755750","0.713998"
"0.555556","0.766044","0.698132"
"0.565657","0.776146","0.682265"
"0.575758","0.786053","0.666398"
"0.585859","0.795762","0.650532"
"0.595960","0.805270","0.634665"
"0.606061","0.814576","0.618798"
"0.616162","0.823677","0.602932"
"0.626263","0.832570","0.587065"
"0.636364","0.841254","0.571199"
"0.646465","0.849725","0.555332"
"0.656566","0.857983","0.539465"
"0.666667","0.866025","0.523599"
"0.676768","0.873849","0.507732"
"0.686869","0.881453","0.491865"
"0.696970","0.888835","0.475999"
"0.707071","0.895994","0.460132"
"0.717172","0.902927","0.444266"
"0.727273","0.909632","0.428399"
"0.737374","0.916108","0.412532"
"0.747475","0.922354","0.396666"
"0.757576","0.928368","0.380799"
"0.767677","0.934148","0.364933"
"0.777778","0.939693","0.349066"
"0.787879","0.945001","0.333199"
"0.797980","0.950071","0.317333"
"0.808081","0.954902","0.301466"
"0.818182","0.959493","0.285599"
"0.828283","0.963842","0.269733"
"0.838384","0.967949","0.253866"
"0.848485","0.971812","0.237999"
"0.858586","0.975430","0.222133"
"0.868687","0.978802","0.206266"
"0.878788","0.981929","0.190399"
"0.888889","0.984808","0.174533"
"0.898990","0.987439","0.158666"
"0.909091","0.989821","0.142800"
"0.919192","0.991955","0.126933"
"0.929293","0.993838","0.111066"
"0.939394","0.995472","0.095200"
"0.949495","0.996855","0.079333"
"0.959596","0.997987","0.063467"
"0.969697","0.998867","0.047600"
"0.979798","0.999497","0.031733"
"0.989899","0.999874","0.015867"
"1.000000","1.000000","-0.000000"
